MS SubClass,MS Zoning,Lot Shape,Land Contour,Lot Config,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Total Bsmt SF,Heating QC,1st Flr SF,Gr Liv Area,Full Bath,Kitchen Qual,TotRms AbvGrd,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Fence,Sale Type,SalePrice
50,RM,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,6,7,1945,1950,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,Fa,TA,No,Rec,Unf,770.0,TA,885,1182,1,TA,5,NA,Detchd,1945.0,Unf,1.0,378.0,Fa,GdWo,WD ,120000
60,RL,IR1,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,5,2005,2006,Gable,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,Gd,Av,GLQ,Unf,1606.0,Ex,1625,2091,2,Ex,8,Gd,Attchd,2005.0,RFn,2.0,521.0,TA,NA,New,338500
30,RL,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,4,7,1920,1994,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,576.0,Gd,985,985,1,TA,4,NA,Detchd,1989.0,Unf,2.0,676.0,TA,NA,WD ,105000
60,RL,IR2,HLS,FR2,Gilbert,Norm,1Fam,2Story,7,5,1996,1997,Gable,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,729.0,Ex,729,1446,2,TA,6,TA,Attchd,1996.0,Unf,2.0,406.0,TA,NA,WD ,175000
60,RL,Reg,Lvl,Inside,ClearCr,Norm,1Fam,2Story,7,5,1977,1977,Hip,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,1160.0,Ex,1156,2022,2,TA,8,TA,Attchd,1977.0,Fin,2.0,505.0,TA,NA,WD ,192000
60,RL,IR2,Lvl,FR2,CollgCr,Norm,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,847.0,Ex,847,1948,2,Gd,8,Gd,BuiltIn,2004.0,Fin,2.0,434.0,TA,NA,WD ,195000
60,FV,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,5,2008,2008,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,768.0,Ex,786,1590,2,Gd,6,NA,Attchd,2008.0,RFn,2.0,676.0,TA,NA,WD ,210000
60,RL,Reg,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,847.0,Ex,847,1948,2,Gd,8,Gd,BuiltIn,2003.0,Fin,2.0,434.0,TA,NA,WD ,211000
50,RM,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,672.0,TA,757,1324,1,TA,6,NA,Detchd,1936.0,Unf,1.0,240.0,TA,NA,WD ,128000
190,RM,Reg,Lvl,Inside,OldTown,Norm,2fmCon,2Story,5,5,1900,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,662.0,TA,1422,2337,2,TA,10,NA,Detchd,1945.0,Unf,2.0,560.0,TA,NA,WD ,90000
45,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1.5Unf,5,7,1940,1996,Gable,Wd Sdng,HdBoard,None,TA,TA,PConc,TA,TA,No,LwQ,Rec,822.0,TA,908,908,1,TA,4,NA,Attchd,1975.0,Unf,2.0,512.0,TA,MnPrv,WD ,138500
60,RL,Reg,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,738.0,Ex,738,1492,2,Gd,8,NA,Attchd,2006.0,Fin,2.0,440.0,TA,NA,New,169985
20,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,4,1961,1961,Hip,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,GLQ,Unf,1150.0,TA,1150,1150,1,TA,6,NA,Attchd,1961.0,RFn,1.0,288.0,TA,NA,WD ,146000
60,RL,IR2,Lvl,CulDSac,SawyerW,Norm,1Fam,2Story,7,5,1993,1993,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,BLQ,GLQ,1080.0,Ex,1080,2097,2,Gd,9,TA,Attchd,1993.0,Unf,3.0,678.0,TA,NA,WD ,228000
20,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1959,1959,Gable,BrkFace,Wd Sdng,None,TA,TA,PConc,TA,TA,No,BLQ,Rec,1256.0,Gd,1256,1256,1,Gd,6,NA,Attchd,1959.0,RFn,1.0,311.0,TA,NA,WD ,159000
60,FV,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,1095.0,Gd,1095,1939,2,Gd,8,Gd,Attchd,2006.0,RFn,3.0,1053.0,TA,NA,New,266000
190,RL,Reg,Lvl,Inside,Edwards,Norm,2fmCon,1Story,4,5,1955,1955,Hip,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,784.0,TA,784,784,1,TA,4,NA,NA,1978.7077955601446,NA,0.0,0.0,NA,NA,WD ,91900
20,RL,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1489.0,Ex,1500,1500,2,Gd,7,Gd,Attchd,2005.0,RFn,2.0,674.0,TA,NA,WD ,212999
20,RL,IR1,Lvl,FR2,NridgHt,Norm,1Fam,1Story,9,5,2004,2005,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1833.0,Ex,1850,1850,2,Gd,8,Gd,Attchd,2004.0,Fin,3.0,772.0,TA,NA,WD ,326000
60,RL,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,2004,2004,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,789.0,Ex,813,1515,2,Gd,8,Gd,Attchd,2004.0,Fin,2.0,393.0,TA,NA,WD ,179000
20,RL,IR1,HLS,Inside,Timber,Norm,1Fam,1Story,8,5,2006,2007,Hip,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1518.0,Ex,1537,1537,2,Gd,8,NA,Attchd,2007.0,Fin,3.0,788.0,TA,NA,WD ,294000
160,RM,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,6,1972,1972,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,LwQ,483.0,TA,483,987,1,TA,5,NA,Detchd,1972.0,Unf,1.0,288.0,TA,NA,WD ,97000
60,RL,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Gd,Mn,GLQ,Unf,1391.0,Ex,1391,1962,2,Gd,7,NA,Attchd,2006.0,RFn,3.0,868.0,TA,NA,New,239799
20,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1961,1990,Gable,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,Mn,BLQ,Unf,1251.0,TA,1433,1433,1,TA,7,Gd,Attchd,1961.0,Unf,2.0,441.0,TA,NA,WD ,161000
120,RM,Reg,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,848.0,Ex,848,848,1,Gd,3,NA,Attchd,2003.0,Fin,2.0,420.0,TA,NA,WD ,136500
160,RM,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,8,1972,2007,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,483.0,Gd,483,987,1,Gd,5,NA,Detchd,1972.0,Unf,1.0,264.0,TA,NA,WD ,118000
20,RL,Reg,Lvl,Corner,Mitchel,Norm,1Fam,1Story,4,6,1982,2006,Gable,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,845.0,TA,845,845,1,TA,4,NA,Detchd,1987.0,Unf,2.0,360.0,TA,NA,WD ,129500
50,RL,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,Wd Sdng,Wd Sdng,None,Gd,Gd,BrkTil,TA,TA,No,Unf,Unf,952.0,Gd,952,1548,2,Ex,5,NA,Detchd,1978.0,Unf,2.0,672.0,TA,NA,WD ,205000
20,RL,IR1,Lvl,CulDSac,Crawfor,Norm,1Fam,1Story,6,3,1957,1975,Hip,Wd Sdng,Stone,None,Gd,TA,PConc,TA,TA,No,Rec,Unf,2035.0,TA,2515,2515,3,TA,9,TA,Attchd,1975.0,RFn,2.0,484.0,TA,NA,WD ,200624
20,RL,Reg,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,5,2006,2007,Gable,CemntBd,CmentBd,Stone,Gd,TA,PConc,Ex,TA,Mn,Unf,Unf,1694.0,Ex,1694,1694,2,Gd,7,Gd,Attchd,2006.0,RFn,3.0,856.0,TA,NA,New,322400
20,RL,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1578.0,Ex,1602,1602,2,Gd,7,Gd,Attchd,2007.0,RFn,3.0,810.0,TA,NA,WD ,293200
120,RL,IR1,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,1684.0,Ex,1684,1684,2,Ex,6,Ex,Attchd,2005.0,RFn,2.0,564.0,TA,NA,WD ,266000
60,RL,Reg,Lvl,Inside,Sawyer,Norm,1Fam,2Story,6,5,1978,1978,Hip,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,Rec,918.0,Gd,918,1683,2,TA,7,TA,Attchd,1978.0,RFn,2.0,440.0,TA,NA,WD ,172500
50,RM,Reg,Lvl,Corner,OldTown,Norm,1Fam,1.5Fin,5,6,1890,1996,Hip,VinylSd,VinylSd,None,TA,TA,BrkTil,TA,TA,No,LwQ,Unf,1088.0,TA,1188,1869,1,TA,7,NA,Detchd,1963.0,Unf,2.0,456.0,TA,MnWw,WD ,124900
30,RL,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1Story,6,6,1923,1950,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,1022.0,TA,1432,1432,1,Gd,6,Gd,BuiltIn,1923.0,Unf,1.0,216.0,Fa,GdWo,WD ,149000
20,RL,Reg,Lvl,FR2,CollgCr,Norm,1Fam,1Story,7,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1414.0,Ex,1414,1414,2,Gd,6,NA,Attchd,2004.0,RFn,2.0,494.0,TA,NA,WD ,185500
20,RL,Reg,Lvl,Corner,CollgCr,Norm,1Fam,1Story,8,5,2002,2002,Hip,Stucco,Stucco,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1348.0,Ex,1358,1358,1,Gd,5,TA,Attchd,2002.0,Unf,2.0,418.0,TA,NA,WD ,220000
20,RL,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,5,2007,2007,Gable,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1496.0,Ex,1496,1496,2,Gd,7,NA,Attchd,2007.0,Fin,2.0,474.0,TA,NA,New,225000
20,RL,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,5,1950,1950,Gable,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,932.0,Ex,932,932,1,Gd,4,Gd,Attchd,1950.0,Unf,1.0,306.0,TA,GdPrv,WD ,124000
90,RL,Reg,Lvl,Corner,NAmes,Norm,Duplex,1Story,3,4,1950,1950,Gable,BrkFace,BrkFace,None,TA,TA,Slab,NA,NA,NA,NA,NA,0.0,Fa,1040,1040,2,TA,6,NA,Detchd,1987.0,Unf,2.0,400.0,TA,NA,WD ,92900
20,RL,IR1,Lvl,FR2,NAmes,Norm,1Fam,1Story,4,5,1972,1972,Hip,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,864.0,TA,864,864,1,TA,5,NA,Detchd,1980.0,Unf,2.0,576.0,TA,MnWw,COD,111250
60,RL,Reg,Lvl,FR2,NoRidge,Norm,1Fam,2Story,8,5,2000,2000,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,969.0,Ex,997,2285,2,Gd,8,TA,BuiltIn,2000.0,Fin,3.0,648.0,TA,NA,WD ,248000
20,RL,Reg,Lvl,Inside,NAmes,PosN,1Fam,1Story,5,5,1963,1963,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,1117.0,Ex,1117,1117,1,TA,6,NA,Attchd,1963.0,Unf,1.0,264.0,TA,NA,COD,136870
120,RM,Reg,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,848.0,Ex,848,848,1,Gd,4,NA,Attchd,2003.0,Fin,2.0,420.0,TA,NA,WD ,133000
20,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1956,1956,Hip,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1048.0,TA,1048,1048,1,TA,6,NA,Attchd,1956.0,Unf,1.0,286.0,TA,NA,WD ,135000
20,RL,Reg,Lvl,FR2,NAmes,Norm,1Fam,1Story,4,6,1969,1969,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Mn,Rec,Unf,936.0,TA,936,936,1,TA,4,NA,Attchd,1969.0,Unf,1.0,288.0,TA,NA,COD,111900
20,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1962,1980,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Rec,BLQ,931.0,TA,1283,1283,1,TA,6,NA,Detchd,1980.0,Unf,2.0,506.0,TA,NA,WD ,140000
50,RL,Reg,Lvl,Inside,ClearCr,Feedr,1Fam,1.5Fin,4,4,1959,1959,Gable,WdShing,Plywood,None,TA,TA,CBlock,NA,NA,NA,NA,NA,0.0,TA,1120,1588,2,TA,7,Gd,Detchd,1991.0,Fin,2.0,680.0,TA,NA,WD ,134432
20,RL,IR1,HLS,Inside,StoneBr,PosA,1Fam,1Story,10,5,2006,2007,Hip,CemntBd,CmentBd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,1742.0,Ex,2042,2042,2,Ex,8,Gd,Attchd,2007.0,Fin,3.0,724.0,TA,NA,New,455000
60,RL,Reg,Lvl,Inside,NoRidge,Norm,1Fam,2Story,8,5,1994,1994,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1165.0,Ex,1203,2526,2,Gd,8,TA,Attchd,1994.0,RFn,3.0,844.0,TA,NA,WD ,290000
60,RL,IR2,Lvl,CulDSac,CollgCr,Norm,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,988.0,Ex,988,1873,2,Gd,7,TA,Attchd,1999.0,RFn,2.0,597.0,TA,NA,WD ,235500
50,RM,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,6,8,1900,2004,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Rec,Unf,780.0,Ex,940,1416,1,Gd,7,NA,Detchd,1956.0,Unf,2.0,400.0,TA,NA,WD ,156500
60,RL,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,953.0,Ex,953,1664,2,TA,7,TA,Attchd,2000.0,RFn,2.0,460.0,TA,NA,WD ,172400
20,FV,Reg,Lvl,Corner,Somerst,Norm,1Fam,1Story,7,5,2007,2008,Gable,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1428.0,Ex,1428,1428,2,Gd,6,NA,Attchd,2007.0,Fin,2.0,480.0,TA,NA,New,182000
20,RL,IR1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,9,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,1792.0,Ex,1792,1792,2,Gd,6,Gd,Attchd,2005.0,RFn,3.0,925.0,TA,NA,New,372397
60,RL,IR3,Lvl,Corner,SawyerW,Norm,1Fam,2Story,6,5,1995,2002,Gable,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,LwQ,Unf,1077.0,Ex,1093,2814,2,Gd,9,TA,BuiltIn,1995.0,Fin,2.0,614.0,TA,GdPrv,WD ,260000
30,RM,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1Story,5,4,1919,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,610.0,Ex,819,819,1,Gd,4,NA,NA,1978.7077955601446,NA,0.0,0.0,NA,NA,WD ,72000
190,RM,Reg,Lvl,Inside,IDOTRR,Norm,2fmCon,2Story,3,3,1915,1950,Gable,AsphShn,AsphShn,None,Fa,Fa,PConc,TA,Fa,No,Unf,Unf,536.0,Ex,808,1344,2,TA,8,NA,NA,1978.7077955601446,NA,0.0,0.0,NA,NA,WD ,82375
80,RL,IR1,Lvl,Corner,NWAmes,Norm,1Fam,SLvl,6,6,1972,1972,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,689.0,TA,1378,2119,2,TA,7,TA,Attchd,1972.0,RFn,2.0,583.0,TA,GdPrv,COD,158000
50,RM,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,GLQ,672.0,TA,1072,1285,1,TA,6,NA,Detchd,1948.0,Unf,1.0,240.0,TA,MnPrv,WD ,127000
50,RL,IR1,Low,Inside,SawyerW,Norm,1Fam,1.5Fin,8,8,1983,2009,Gable,Wd Sdng,Wd Sdng,None,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,1496.0,Ex,1496,2132,1,Gd,5,Gd,BuiltIn,1983.0,Fin,2.0,612.0,Gd,NA,WD ,316600
80,RL,IR1,Lvl,Corner,Edwards,Norm,1Fam,SLvl,6,7,1959,2006,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,1019.0,Gd,1357,1357,1,Ex,5,Gd,Basment,1959.0,RFn,1.0,312.0,TA,GdPrv,WD ,177000
20,RL,IR1,Lvl,CulDSac,SawyerW,Norm,1Fam,1Story,7,7,1990,1991,Hip,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,Mn,ALQ,BLQ,2158.0,Gd,2196,2196,2,Gd,7,TA,Attchd,1990.0,RFn,3.0,701.0,TA,NA,WD ,271900
160,RM,Reg,Lvl,Inside,MeadowV,Norm,TwnhsE,2Story,5,6,1976,1976,Gable,CemntBd,CmentBd,None,TA,TA,PConc,Gd,TA,Mn,Unf,Unf,264.0,TA,616,1304,1,TA,4,Gd,BuiltIn,1976.0,Fin,1.0,336.0,TA,NA,WD ,115000
70,RM,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,8,5,1872,1987,Gable,MetalSd,MetalSd,None,TA,Gd,BrkTil,TA,Fa,No,LwQ,Unf,684.0,Fa,938,2358,2,TA,8,NA,NA,1978.7077955601446,NA,0.0,0.0,NA,NA,WD ,122000
60,RL,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,939.0,Ex,939,1797,2,Gd,8,NA,Attchd,2006.0,RFn,2.0,639.0,TA,NA,WD ,213500
20,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1950,1950,Hip,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,NA,NA,NA,NA,NA,0.0,TA,1040,1040,1,TA,5,NA,Detchd,1950.0,Unf,2.0,625.0,TA,NA,WD ,109500
20,RM,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,5,1948,1950,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,789.0,Ex,789,789,1,TA,5,NA,Detchd,1948.0,Unf,1.0,250.0,TA,NA,WD ,115000
120,FV,Reg,Lvl,Inside,Somerst,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1143.0,Ex,1143,1143,1,Gd,5,Gd,Attchd,2004.0,RFn,2.0,588.0,TA,NA,WD ,176400
20,RL,IR1,Lvl,Inside,NWAmes,PosN,1Fam,1Story,6,7,1968,1968,Hip,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,1489.0,Gd,1489,1489,2,Gd,7,Gd,Attchd,1968.0,RFn,2.0,462.0,TA,NA,WD ,185750
60,RL,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8,5,1999,2000,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1004.0,Ex,1004,1852,2,Gd,7,TA,Attchd,1999.0,Fin,3.0,660.0,TA,GdPrv,WD ,230000
20,RL,Reg,HLS,Inside,Edwards,Norm,1Fam,1Story,4,5,1958,1958,Hip,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,960.0,Ex,960,960,1,TA,5,NA,NA,1978.7077955601446,NA,0.0,0.0,NA,MnPrv,WD ,90000
85,RL,Reg,Lvl,Inside,Mitchel,Norm,1Fam,SFoyer,5,7,1970,1970,Gable,VinylSd,VinylSd,None,TA,Gd,CBlock,Gd,TA,Av,ALQ,Unf,768.0,Ex,768,768,1,TA,5,NA,Detchd,1987.0,Unf,2.0,624.0,TA,NA,WD ,129500
20,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,6,1956,1994,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,1124.0,Ex,1124,1124,1,TA,6,TA,Attchd,1956.0,Fin,1.0,353.0,TA,NA,WD ,153000
160,FV,Reg,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,612.0,Ex,612,1224,2,Gd,4,NA,Detchd,2009.0,RFn,2.0,528.0,TA,NA,New,173733
20,RL,Reg,Lvl,Inside,SawyerW,Norm,1Fam,1Story,6,5,2006,2007,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,1100.0,Ex,1100,1100,1,TA,6,NA,NA,1978.7077955601446,NA,0.0,0.0,NA,NA,New,146000
50,RL,Reg,Lvl,Corner,NAmes,Artery,1Fam,1.5Fin,6,6,1949,1950,Gable,MetalSd,MetalSd,Stone,TA,Gd,CBlock,TA,TA,No,Rec,Unf,782.0,TA,1019,1556,2,TA,6,Gd,Attchd,1949.0,Unf,2.0,470.0,TA,NA,WD ,172500
20,RL,Reg,Lvl,FR2,Veenker,Feedr,1Fam,1Story,6,8,1976,1976,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,1262.0,Ex,1262,1262,2,TA,6,TA,Attchd,1976.0,RFn,2.0,460.0,TA,NA,WD ,181500
60,RL,IR2,Lvl,CulDSac,CollgCr,PosN,1Fam,2Story,7,6,1996,1996,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,ALQ,799.0,Ex,827,1661,2,Gd,6,TA,Attchd,1996.0,RFn,2.0,550.0,TA,NA,ConLw,212000
60,RL,Reg,Lvl,Inside,NWAmes,PosA,1Fam,2Story,7,5,1978,1978,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,945.0,TA,945,1857,2,TA,8,TA,Attchd,1978.0,RFn,2.0,482.0,TA,GdPrv,WD ,188900
20,RL,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1Story,3,3,1946,1950,Gable,WdShing,Wd Shng,None,Fa,Fa,CBlock,Fa,Fa,No,LwQ,Unf,666.0,Fa,666,666,1,Gd,4,NA,NA,1978.7077955601446,NA,0.0,0.0,NA,MnPrv,WD ,64500
60,RL,IR1,Low,CulDSac,ClearCr,Norm,1Fam,2Story,6,5,1978,1992,Gable,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,Av,ALQ,Unf,1117.0,Ex,1117,1981,2,Gd,8,TA,Attchd,1978.0,Fin,2.0,522.0,TA,NA,WD ,230000
50,RL,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,6,1925,1950,Gable,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,BLQ,901.0,TA,901,1351,1,TA,7,Gd,Detchd,1975.0,Unf,2.0,576.0,TA,NA,WD ,122000
160,RM,Reg,Lvl,Inside,MeadowV,Norm,TwnhsE,2Story,5,7,1976,1976,Gable,CemntBd,CmentBd,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,550.0,TA,925,1475,2,TA,6,TA,Attchd,1976.0,Unf,1.0,336.0,TA,NA,WD ,129500
20,RL,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,8,5,2003,2003,Hip,CemntBd,CmentBd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1978.0,Ex,1978,1978,2,Gd,8,Gd,Attchd,2003.0,RFn,3.0,850.0,TA,NA,WD ,318000
20,RL,IR1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1598.0,Gd,1606,1606,2,Gd,6,Gd,Attchd,2006.0,RFn,3.0,871.0,TA,NA,WD ,255900
20,RL,Reg,Lvl,Inside,SawyerW,Norm,1Fam,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,1158.0,Ex,1158,1158,1,Gd,5,NA,NA,1978.7077955601446,NA,0.0,0.0,NA,NA,WD ,143500
