date,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,bcfg,br,dz,fg,fg+,fu,gr,hz,mifg,ra,sn,sq,ts,tsra,vcfg,vcts
2009-05-01,62,48,55,42,48,10,0,0.04,29.33,29.98,8.1,29,8.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-05-02,65,45,55,34,46,10,0,0.0,29.28,29.95,9.2,27,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-03,70,45,58,35,48,7,0,0.0,29.26,29.92,4.7,26,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-04,70,49,60,36,48,5,0,0.0,29.37,30.02,7.1,9,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-05,70,54,62,41,51,3,0,0.0,29.28,29.95,5.1,12,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-06,75,56,66,51,56,0,1,0.86,29.13,29.8,6.2,19,7.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-05-07,77,56,67,53,58,0,2,0.03,29.08,29.74,8.2,24,9.2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2009-05-08,74,57,66,55,59,0,1,0.01,29.0,29.67,4.4,20,6.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009-05-09,64,45,55,44,49,10,0,0.0,29.26,29.87,4.7,28,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-10,67,43,55,40,47,10,0,0.02,29.47,30.11,5.1,30,9.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-05-11,61,40,51,34,44,14,0,0.0,29.53,30.2,2.1,7,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-12,72,44,58,32,47,7,0,0.0,29.44,30.13,8.9,16,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-13,71,54,63,58,60,2,0,1.03,29.08,29.77,12.9,18,14.8,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2009-05-14,69,55,62,44,53,3,0,0.0,29.38,30.0,11.1,27,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-15,63,55,59,52,55,6,0,0.7,29.34,29.99,4.4,15,5.8,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2009-05-16,62,47,55,41,50,10,0,0.04,29.41,30.05,11.0,30,12.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-17,59,41,50,28,42,15,0,0.0,29.67,30.32,3.3,9,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-18,67,45,56,30,45,9,0,0.0,29.62,30.3,9.3,19,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-19,80,54,67,43,54,0,2,0.0,29.55,30.22,12.3,21,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-20,85,61,73,43,57,0,8,0.0,29.47,30.13,11.9,20,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-21,85,60,73,48,59,0,8,0.0,29.44,30.09,8.1,25,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-22,70,56,63,47,54,2,0,0.0,29.5,30.16,10.0,3,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-23,79,55,67,51,58,0,2,0.0,29.39,30.05,4.5,8,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-24,70,56,63,47,54,2,0,0.0,29.39,30.05,10.7,3,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-25,64,56,60,46,53,5,0,0.08,29.33,30.0,8.7,6,9.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-05-26,76,56,66,54,58,0,1,1.38,29.13,29.81,5.7,6,6.8,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2009-05-27,75,58,67,60,63,0,2,0.0,29.02,29.67,6.8,24,8.3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2009-05-28,64,55,60,51,54,5,0,0.0,29.11,29.75,6.8,29,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-29,77,55,66,49,55,0,1,0.0,29.23,29.87,2.0,31,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-30,79,53,66,46,55,0,1,0.0,29.15,29.8,1.8,29,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-31,72,49,61,43,52,4,0,0.0,29.26,29.93,2.9,9,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-01,80,52,66,54,58,0,1,0.83,29.25,29.88,1.0,34,10.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2009-06-02,61,50,56,47,51,9,0,0.06,29.42,30.07,8.3,3,9.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-06-03,61,47,54,40,48,11,0,0.0,29.47,30.13,11.0,2,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-04,68,47,58,38,49,7,0,0.0,29.36,30.05,5.2,5,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-05,80,47,64,43,54,1,0,0.0,29.23,29.91,6.3,25,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-06,66,55,61,48,53,4,0,0.0,29.26,29.92,4.7,3,7.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-06-07,74,56,65,54,59,0,0,0.0,29.21,29.86,1.5,11,7.7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-06-08,82,55,69,61,65,0,4,0.3,29.11,29.76,6.4,25,10.0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2009-06-09,67,56,62,53,56,3,0,0.0,29.29,29.94,6.4,8,7.9,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2009-06-10,67,55,61,50,55,4,0,0.04,29.21,29.88,8.5,4,9.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-06-11,60,53,57,53,54,8,0,1.14,29.17,29.82,8.8,1,9.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2009-06-12,72,50,61,49,55,4,0,0.0,29.3,29.95,5.0,6,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-13,66,56,61,52,55,4,0,0.31,29.34,29.99,7.2,4,7.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-06-14,76,54,65,50,57,0,0,0.0,29.34,30.0,5.1,5,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-15,81,57,69,49,58,0,4,0.0,29.34,29.99,7.4,9,7.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009-06-16,71,64,68,57,61,0,3,1.07,29.21,29.87,10.3,11,10.7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-06-17,73,63,68,60,63,0,3,0.0,29.21,29.87,2.6,34,6.7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009-06-18,81,63,72,64,67,0,7,0.11,29.15,29.79,3.7,17,5.8,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2009-06-19,88,66,77,68,70,0,12,0.87,29.03,29.68,6.3,18,10.5,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2009-06-20,88,69,79,65,70,0,14,0.0,29.13,29.74,8.3,28,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-21,86,71,79,64,69,0,14,0.0,29.17,29.8,3.3,9,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-06-22,89,70,80,67,71,0,15,0.06,29.15,29.77,5.3,12,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2009-06-23,92,75,84,68,73,0,19,0.0,29.22,29.85,2.8,13,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-24,93,73,83,68,73,0,18,0.78,29.21,29.85,2.1,23,4.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-25,93,76,85,68,73,0,20,0.0,29.15,29.77,1.8,26,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-26,86,72,79,61,67,0,14,0.0,29.2,29.83,6.4,4,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-27,90,67,79,60,67,0,14,0.05,29.18,29.8,6.0,22,6.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-06-28,83,68,76,53,62,0,11,0.0,29.08,29.71,14.1,29,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-29,78,65,72,54,61,0,7,0.0,28.95,29.59,13.4,30,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-30,68,61,65,53,58,0,0,0.0,29.0,29.64,8.1,30,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-01,65,57,61,54,57,4,0,0.02,29.13,29.76,6.6,31,7.4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-07-02,73,60,67,55,60,0,2,0.0,29.31,29.94,5.7,31,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-03,79,62,71,56,62,0,6,0.0,29.41,30.05,1.8,2,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-04,69,63,66,58,62,0,1,0.12,29.31,29.98,3.4,14,4.7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-07-05,82,61,72,59,64,0,7,0.03,29.25,29.9,0.3,36,2.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009-07-06,85,63,74,54,63,0,9,0.0,29.2,29.84,4.2,30,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-07,76,65,71,55,61,0,6,0.0,29.24,29.88,5.9,7,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-08,68,62,65,55,59,0,0,0.17,29.34,29.98,7.0,8,7.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-07-09,80,63,72,58,64,0,7,0.0,29.41,30.05,6.5,10,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-10,84,67,76,65,68,0,11,0.12,29.41,30.04,3.6,21,4.6,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2009-07-11,85,68,77,60,67,0,12,1.12,29.39,30.02,5.9,29,7.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2009-07-12,82,60,71,50,60,0,6,0.0,29.41,30.05,1.9,33,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-13,78,66,72,48,59,0,7,0.0,29.41,30.05,5.8,7,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-14,81,60,71,49,60,0,6,0.0,29.41,30.06,7.5,16,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-15,86,67,77,62,67,0,12,0.32,29.23,29.88,10.0,25,13.8,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2009-07-16,82,65,74,57,63,0,9,0.17,29.23,29.88,9.6,28,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-17,70,58,64,52,57,1,0,0.0,29.21,29.86,10.1,29,10.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-07-18,73,58,66,52,58,0,1,0.0,29.36,30.0,6.6,32,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-19,73,60,67,53,59,0,2,0.0,29.45,30.1,1.4,4,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-20,76,59,68,56,61,0,3,0.0,29.42,30.08,6.2,10,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-21,82,64,73,56,63,0,8,0.0,29.33,29.99,4.9,14,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-22,79,66,73,59,64,0,8,0.0,29.28,29.93,2.8,11,5.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009-07-23,79,63,71,60,64,0,6,0.1,29.26,29.91,1.7,1,6.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009-07-24,83,62,73,60,65,0,8,0.19,29.14,29.82,8.7,23,9.6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2009-07-25,81,66,74,59,65,0,9,0.0,29.08,29.71,10.8,27,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-26,82,64,73,59,65,0,8,0.0,29.18,29.8,9.1,29,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-27,84,66,75,61,67,0,10,0.03,29.21,29.85,9.2,23,9.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-07-28,86,68,77,62,67,0,12,0.01,29.13,29.77,6.5,28,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-29,79,66,73,52,61,0,8,0.0,29.19,29.82,3.8,3,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-30,80,65,73,57,63,0,8,0.0,29.2,29.84,4.9,24,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-31,82,62,72,55,62,0,7,0.0,29.29,29.92,5.9,27,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-01,75,63,69,59,63,0,4,0.01,29.24,29.9,10.6,23,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-02,79,58,69,52,59,0,4,0.0,29.26,29.92,6.2,26,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-03,86,68,77,61,66,0,12,0.06,29.17,29.81,11.0,21,11.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-08-04,86,69,78,63,68,0,13,0.0,29.21,29.85,1.8,5,6.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009-08-05,79,66,73,56,63,0,8,0.0,29.4,30.03,3.8,6,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-06,81,62,72,51,60,0,7,0.0,29.44,30.08,3.4,9,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-07,74,67,71,59,63,0,6,0.23,29.41,30.08,6.4,15,7.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-08-08,89,69,79,70,73,0,14,0.08,29.26,29.92,12.2,21,12.8,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2009-08-09,92,77,85,72,75,0,20,0.02,29.29,29.92,11.1,23,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-10,86,71,79,66,70,0,14,0.0,29.31,29.94,8.3,26,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-11,81,65,73,62,66,0,8,0.0,29.36,29.98,6.1,2,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-12,82,63,73,56,63,0,8,0.0,29.44,30.07,5.5,5,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-13,86,63,75,55,63,0,10,0.0,29.44,30.09,2.0,16,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-14,88,67,78,59,66,0,13,0.0,29.44,30.08,6.3,21,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-15,89,70,80,61,68,0,15,0.0,29.38,30.02,8.3,19,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-16,90,71,81,68,71,0,16,0.27,29.34,29.97,9.3,21,10.1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2009-08-17,83,71,77,68,71,0,12,0.59,29.34,29.98,5.1,22,7.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-08-18,84,66,75,61,66,0,10,0.0,29.33,29.97,8.0,27,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-19,81,64,73,62,66,0,8,0.61,29.15,29.82,5.9,16,8.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2009-08-20,79,64,72,61,65,0,7,0.12,29.0,29.65,12.2,23,12.7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-08-21,74,59,67,58,61,0,2,0.05,29.13,29.75,10.1,27,13.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-08-22,69,58,64,52,57,1,0,0.0,29.36,29.99,9.4,36,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-23,73,58,66,55,59,0,1,0.0,29.44,30.08,3.5,5,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-24,79,57,68,57,62,0,3,0.0,29.47,30.12,5.0,21,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-25,82,61,72,61,65,0,7,0.0,29.39,30.04,8.3,21,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-26,72,64,68,64,65,0,3,0.54,29.42,30.07,3.9,2,7.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-08-27,67,62,65,61,63,0,0,1.19,29.41,30.07,10.7,8,11.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-08-28,71,61,66,61,63,0,1,0.28,29.24,29.92,2.6,2,5.4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-08-29,69,56,63,52,57,2,0,0.01,29.24,29.88,10.4,31,11.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-30,66,51,59,47,53,6,0,0.0,29.5,30.13,9.4,1,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-31,67,49,58,44,52,7,0,0.0,29.6,30.26,5.3,4,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-09-01,71,50,61,49,55,4,0,0.0,29.63,30.3,3.2,6,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-09-02,72,53,63,51,56,2,0,0.0,29.56,30.23,3.2,8,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-09-03,75,57,66,55,60,0,1,0.0,29.48,30.14,5.2,6,5.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-09-04,75,58,67,55,60,0,2,0.0,29.49,30.14,3.8,4,4.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009-09-05,78,57,68,57,62,0,3,0.0,29.54,30.19,5.2,6,5.8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009-09-06,77,66,72,59,64,0,7,0.0,29.52,30.17,6.3,8,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-09-07,77,63,70,59,63,0,5,0.0,29.44,30.09,6.3,4,6.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009-09-08,78,62,70,62,65,0,5,0.0,29.41,30.05,6.9,4,8.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009-09-09,77,68,73,63,66,0,8,0.0,29.47,30.12,6.8,7,7.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009-09-10,80,65,73,62,66,0,8,0.0,29.54,30.17,6.6,7,7.3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009-09-11,78,64,71,59,64,0,6,0.0,29.49,30.15,6.4,8,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-09-12,78,61,70,61,64,0,5,0.0,29.47,30.12,3.2,6,4.5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2009-09-13,79,57,68,55,61,0,3,0.01,29.45,30.11,2.5,7,4.2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009-09-14,84,59,72,56,62,0,7,0.0,29.4,30.05,1.1,13,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-09-15,83,63,73,58,64,0,8,0.0,29.41,30.05,5.8,2,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-09-16,72,62,67,54,60,0,2,0.0,29.54,30.18,12.5,6,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-09-17,71,54,63,51,57,2,0,0.0,29.51,30.17,4.5,8,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-09-18,79,52,66,55,59,0,1,0.0,29.52,30.17,5.3,3,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-09-19,75,58,67,55,60,0,2,0.0,29.54,30.2,4.4,10,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-09-20,71,54,63,56,60,2,0,0.44,29.34,30.02,5.9,8,7.3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-09-21,69,63,66,60,62,0,1,0.0,29.31,29.97,3.6,23,5.5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2009-09-22,76,63,70,65,67,0,5,0.04,29.34,29.97,5.2,18,7.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-09-23,76,62,69,63,64,0,4,0.0,29.47,30.11,0.8,31,4.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-09-24,71,64,68,62,64,0,3,0.0,29.49,30.15,4.1,7,4.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-09-25,70,60,65,57,60,0,0,0.02,29.44,30.11,5.4,11,6.3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-09-26,66,56,61,56,59,4,0,0.0,29.21,29.9,3.9,26,4.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-09-27,74,53,64,53,58,1,0,0.48,28.91,29.59,7.6,23,10.2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2009-09-28,63,50,57,42,49,8,0,0.0,28.98,29.61,19.8,28,20.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-09-29,58,48,53,42,48,12,0,0.0,29.34,29.96,8.4,33,10.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-09-30,61,49,55,42,48,10,0,0.0,29.44,30.1,4.8,3,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-10-01,59,44,52,46,49,13,0,0.59,29.18,29.9,8.8,13,8.7,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2009-10-02,56,48,52,46,48,13,0,0.17,28.87,29.56,10.0,22,11.6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-10-03,58,47,53,47,49,12,0,0.03,29.08,29.71,9.4,26,9.8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-10-04,61,45,53,42,47,12,0,0.0,29.34,29.99,8.9,27,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-10-05,61,42,52,42,47,13,0,0.0,29.35,30.04,2.9,9,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-10-06,62,49,56,46,50,9,0,0.05,28.97,29.66,9.5,24,15.1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-10-07,60,45,53,39,46,12,0,0.0,29.31,29.96,8.5,26,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-10-08,54,47,51,46,49,14,0,0.14,29.25,29.93,4.8,20,5.6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-10-09,52,40,46,44,46,19,0,0.43,29.26,29.92,9.3,35,10.2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-10-10,48,33,41,30,36,24,0,0.0,29.55,30.21,7.8,29,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-10-11,45,29,37,23,33,28,0,0.0,29.67,30.36,1.1,1,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-10-12,49,42,46,34,40,19,0,0.0,29.5,30.2,0.6,24,3.5,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2009-10-13,48,36,42,32,39,23,0,0.0,29.66,30.35,8.5,2,11.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-10-14,48,42,45,36,41,20,0,0.03,29.47,30.17,10.7,10,11.2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-10-15,44,41,43,38,40,22,0,0.33,29.31,30.0,9.4,7,10.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-10-16,46,40,43,36,40,22,0,0.08,29.46,30.13,7.1,35,8.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-10-17,52,39,46,34,40,19,0,0.01,29.64,30.3,6.9,35,7.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-10-18,53,33,43,33,40,22,0,0.0,29.55,30.26,5.8,21,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-10-19,66,43,55,40,47,10,0,0.0,29.32,30.01,10.7,21,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-10-20,64,51,58,47,52,7,0,0.05,29.38,30.03,6.4,19,7.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-10-21,70,55,63,50,55,2,0,0.01,29.32,29.99,11.1,21,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-10-22,58,49,54,49,51,11,0,0.84,29.23,29.93,8.7,6,13.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-10-23,62,44,53,50,51,12,0,1.29,28.8,29.48,6.6,19,15.4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-10-24,49,39,44,37,41,21,0,0.05,29.1,29.74,9.6,26,10.3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2009-10-25,63,44,54,43,48,11,0,0.24,29.32,29.97,6.3,19,7.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-10-26,55,50,53,47,49,12,0,0.13,29.35,30.02,5.2,21,6.8,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-10-27,52,48,50,46,48,15,0,0.16,29.24,29.94,5.5,5,7.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-10-28,58,50,54,49,51,11,0,0.0,29.34,29.99,1.8,13,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009-10-29,60,48,54,50,52,11,0,1.05,29.28,29.99,11.1,14,11.4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2009-10-30,68,47,58,54,56,7,0,1.15,28.87,29.56,15.7,21,17.9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009-10-31,47,37,42,31,38,23,0,0.01,29.25,29.87,13.4,26,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-01,71,61,66,54,59,0,1,0.01,28.95,29.59,7.4,22,8.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
